Sexo,País,Ocupados baja productividad,Años,id_fuente,ids_notas,iso3,valor
Hombres,Costa Rica,Total ocupados baja productividad,2008,26,8612,CRI,33.6
Hombres,Costa Rica,Total ocupados baja productividad,2015,26,8613,CRI,33.6
Mujeres,El Salvador,D2. Trab. Indep. no calificados: Comercio y servicios,2010,26,,SLV,33.6
Mujeres,Bolivia (Estado Plurinacional de),D2. Trab. Indep. no calificados: Comercio y servicios,2007,26,,BOL,33.5
Mujeres,Ecuador,D2. Trab. Indep. no calificados: Comercio y servicios,2007,26,,ECU,33.5
Mujeres,Ecuador,D2. Trab. Indep. no calificados: Comercio y servicios,2012,26,,ECU,33.5
Hombres,Ecuador,D. Trabajadores independientes no calificados: Total,2018,26,,ECU,33.5
Mujeres,El Salvador,D2. Trab. Indep. no calificados: Comercio y servicios,2005,26,,SLV,33.5
Ambos sexos,Panamá,Total ocupados baja productividad,2017,26,10360,PAN,33.5
Hombres,Uruguay,Total ocupados baja productividad,2016,26,,URY,33.5
Mujeres,Colombia,D2. Trab. Indep. no calificados: Comercio y servicios,2014,26,8611,COL,33.4
Mujeres,Panamá,Total ocupados baja productividad,2016,26,10360,PAN,33.4
Ambos sexos,República Dominicana,D. Trabajadores independientes no calificados: Total,2006,26,8618,DOM,33.4
Hombres,Venezuela (República Bolivariana de),D. Trabajadores independientes no calificados: Total,2001,26,,VEN,33.4
Mujeres,Venezuela (República Bolivariana de),D2. Trab. Indep. no calificados: Comercio y servicios,2002,26,,VEN,33.4
Mujeres,Venezuela (República Bolivariana de),D2. Trab. Indep. no calificados: Comercio y servicios,2003,26,,VEN,33.4
Ambos sexos,Honduras,D. Trabajadores independientes no calificados: Total,2016,26,8615,HND,33.3
Hombres,Perú,D. Trabajadores independientes no calificados: Total,2004,26,8649,PER,33.3
Ambos sexos,Ecuador,D. Trabajadores independientes no calificados: Total,2015,26,,ECU,33.2
Mujeres,El Salvador,D2. Trab. Indep. no calificados: Comercio y servicios,2002,26,,SLV,33.2
Ambos sexos,El Salvador,D. Trabajadores independientes no calificados: Total,2005,26,,SLV,33.2
Ambos sexos,Panamá,Total ocupados baja productividad,2009,26,10359,PAN,33.2
Hombres,Perú,D. Trabajadores independientes no calificados: Total,2005,26,8649,PER,33.2
Ambos sexos,República Dominicana,D. Trabajadores independientes no calificados: Total,2005,26,8618,DOM,33.2
Ambos sexos,República Dominicana,D. Trabajadores independientes no calificados: Total,2015,26,8618,DOM,33.2
Hombres,Uruguay,Total ocupados baja productividad,2015,26,,URY,33.2
Hombres,Bolivia (Estado Plurinacional de),D. Trabajadores independientes no calificados: Total,2001,26,,BOL,33.1
Mujeres,Colombia,D2. Trab. Indep. no calificados: Comercio y servicios,2015,26,8611,COL,33.1
Hombres,Costa Rica,Total ocupados baja productividad,2012,26,8613,CRI,33.1
Ambos sexos,Panamá,Total ocupados baja productividad,2008,26,10359,PAN,33.1
Ambos sexos,República Dominicana,D. Trabajadores independientes no calificados: Total,2007,26,8618,DOM,33.1
Mujeres,Colombia,D2. Trab. Indep. no calificados: Comercio y servicios,2016,26,8611,COL,33
Hombres,Costa Rica,Total ocupados baja productividad,2009,26,8612,CRI,33
Hombres,Perú,D. Trabajadores independientes no calificados: Total,2018,26,8649,PER,33
Hombres,Bolivia (Estado Plurinacional de),D. Trabajadores independientes no calificados: Total,2014,26,,BOL,32.9
Mujeres,Colombia,D2. Trab. Indep. no calificados: Comercio y servicios,2009,26,8611,COL,32.9
Ambos sexos,Ecuador,D. Trabajadores independientes no calificados: Total,2007,26,,ECU,32.9
Mujeres,El Salvador,D2. Trab. Indep. no calificados: Comercio y servicios,2019,26,,SLV,32.9
Hombres,Perú,D. Trabajadores independientes no calificados: Total,2019,26,8649,PER,32.9
Hombres,Costa Rica,Total ocupados baja productividad,2013,26,8613,CRI,32.8
Ambos sexos,Ecuador,D. Trabajadores independientes no calificados: Total,2009,26,,ECU,32.8
Mujeres,Ecuador,D2. Trab. Indep. no calificados: Comercio y servicios,2009,26,,ECU,32.8
Ambos sexos,El Salvador,D. Trabajadores independientes no calificados: Total,2009,26,,SLV,32.8
Mujeres,El Salvador,D2. Trab. Indep. no calificados: Comercio y servicios,2015,26,,SLV,32.8
Mujeres,El Salvador,D2. Trab. Indep. no calificados: Comercio y servicios,2018,26,,SLV,32.8
Hombres,Uruguay,Total ocupados baja productividad,2014,26,,URY,32.8
Mujeres,Venezuela (República Bolivariana de),D. Trabajadores independientes no calificados: Total,2012,26,,VEN,32.8
Mujeres,El Salvador,D2. Trab. Indep. no calificados: Comercio y servicios,2003,26,,SLV,32.6
Ambos sexos,Honduras,Total ocupados baja productividad,2009,26,355,HND,32.6
Hombres,Panamá,Total ocupados baja productividad,2017,26,10360,PAN,32.6
Mujeres,Paraguay,D. Trabajadores independientes no calificados: Total,2001,26,9572,PRY,32.6
Ambos sexos,Perú,D2. Trab. Indep. no calificados: Comercio y servicios,2000,26,8647,PER,32.6
Ambos sexos,Ecuador,D. Trabajadores independientes no calificados: Total,2010,26,,ECU,32.5
Mujeres,Ecuador,D2. Trab. Indep. no calificados: Comercio y servicios,2015,26,,ECU,32.5
Ambos sexos,Paraguay,D. Trabajadores independientes no calificados: Total,2004,26,9572,PRY,32.5
Mujeres,Paraguay,D. Trabajadores independientes no calificados: Total,2006,26,337,PRY,32.5
Ambos sexos,República Dominicana,D. Trabajadores independientes no calificados: Total,2001,26,8618,DOM,32.5
Ambos sexos,República Dominicana,D. Trabajadores independientes no calificados: Total,2002,26,8618,DOM,32.5
Ambos sexos,El Salvador,D. Trabajadores independientes no calificados: Total,2012,26,,SLV,32.4
Ambos sexos,Panamá,Total ocupados baja productividad,2016,26,10360,PAN,32.4
Mujeres,Paraguay,D. Trabajadores independientes no calificados: Total,2005,26,337,PRY,32.4
Hombres,Uruguay,Total ocupados baja productividad,2012,26,,URY,32.4
Hombres,Uruguay,Total ocupados baja productividad,2013,26,,URY,32.4
Mujeres,Venezuela (República Bolivariana de),D2. Trab. Indep. no calificados: Comercio y servicios,2001,26,,VEN,32.4
Mujeres,Ecuador,D2. Trab. Indep. no calificados: Comercio y servicios,2008,26,,ECU,32.3
Hombres,Ecuador,D. Trabajadores independientes no calificados: Total,2016,26,,ECU,32.3
Mujeres,El Salvador,D2. Trab. Indep. no calificados: Comercio y servicios,2001,26,,SLV,32.3
Ambos sexos,El Salvador,D. Trabajadores independientes no calificados: Total,2010,26,,SLV,32.3
Hombres,Guatemala,B2. Asalariados: No profesionales ni técnicos,2000,26,,GTM,32.3
Mujeres,Chile,Total ocupados baja productividad,2017,26,,CHL,32.2
Mujeres,Colombia,D2. Trab. Indep. no calificados: Comercio y servicios,2017,26,8611,COL,32.2
Ambos sexos,El Salvador,D. Trabajadores independientes no calificados: Total,2017,26,,SLV,32.2
Mujeres,Honduras,D2. Trab. Indep. no calificados: Comercio y servicios,2013,26,355,HND,32.2
Hombres,Panamá,Total ocupados baja productividad,2007,26,10359,PAN,32.2
Mujeres,Panamá,Total ocupados baja productividad,2015,26,10360,PAN,32.2
Hombres,Perú,D. Trabajadores independientes no calificados: Total,2000,26,8647,PER,32.2
Hombres,Perú,D. Trabajadores independientes no calificados: Total,2017,26,8649,PER,32.2
Ambos sexos,Ecuador,D. Trabajadores independientes no calificados: Total,2013,26,,ECU,32.1
Ambos sexos,El Salvador,D. Trabajadores independientes no calificados: Total,2002,26,,SLV,32.1
Hombres,Honduras,D. Trabajadores independientes no calificados: Total,2011,26,355,HND,32.1
Ambos sexos,Paraguay,D. Trabajadores independientes no calificados: Total,2003,26,9572,PRY,32.1
Ambos sexos,República Dominicana,D. Trabajadores independientes no calificados: Total,2003,26,8618,DOM,32.1
Mujeres,Venezuela (República Bolivariana de),D. Trabajadores independientes no calificados: Total,2014,26,,VEN,32.1
Hombres,Honduras,D. Trabajadores independientes no calificados: Total,2005,26,355,HND,32
Hombres,Honduras,D. Trabajadores independientes no calificados: Total,2015,26,8615,HND,32
Hombres,Bolivia (Estado Plurinacional de),D. Trabajadores independientes no calificados: Total,2004,26,,BOL,31.9
Ambos sexos,El Salvador,D. Trabajadores independientes no calificados: Total,2004,26,,SLV,31.9
Mujeres,Honduras,D2. Trab. Indep. no calificados: Comercio y servicios,2018,26,8615,HND,31.9
Hombres,Perú,D. Trabajadores independientes no calificados: Total,2001,26,8647,PER,31.9
Hombres,Perú,D. Trabajadores independientes no calificados: Total,2011,26,8649,PER,31.9
Ambos sexos,Chile,Total ocupados baja productividad,2000,26,,CHL,31.8
Ambos sexos,Ecuador,D. Trabajadores independientes no calificados: Total,2008,26,,ECU,31.8
Mujeres,El Salvador,D2. Trab. Indep. no calificados: Comercio y servicios,2006,26,,SLV,31.8
Ambos sexos,Panamá,Total ocupados baja productividad,2015,26,10360,PAN,31.8
Ambos sexos,Chile,Total ocupados baja productividad,2003,26,,CHL,31.7
Hombres,Costa Rica,Total ocupados baja productividad,2011,26,8613,CRI,31.7
Ambos sexos,Ecuador,D. Trabajadores independientes no calificados: Total,2001,26,,ECU,31.7
Mujeres,Ecuador,D2. Trab. Indep. no calificados: Comercio y servicios,2006,26,,ECU,31.7
Hombres,Panamá,Total ocupados baja productividad,2016,26,10360,PAN,31.7
Ambos sexos,Paraguay,D. Trabajadores independientes no calificados: Total,2002,26,9572,PRY,31.7
Mujeres,Paraguay,D. Trabajadores independientes no calificados: Total,2009,26,337,PRY,31.7
Hombres,Perú,D. Trabajadores independientes no calificados: Total,2016,26,8649,PER,31.7
Mujeres,Venezuela (República Bolivariana de),D2. Trab. Indep. no calificados: Comercio y servicios,2000,26,,VEN,31.7
Mujeres,Ecuador,D2. Trab. Indep. no calificados: Comercio y servicios,2010,26,,ECU,31.6
Ambos sexos,El Salvador,D. Trabajadores independientes no calificados: Total,2013,26,,SLV,31.6
Ambos sexos,El Salvador,D. Trabajadores independientes no calificados: Total,2016,26,,SLV,31.6
Hombres,Honduras,D. Trabajadores independientes no calificados: Total,2014,26,8615,HND,31.6
Hombres,Costa Rica,Total ocupados baja productividad,2010,26,8613,CRI,31.5
Ambos sexos,Honduras,D. Trabajadores independientes no calificados: Total,2001,26,355,HND,31.5
Mujeres,Venezuela (República Bolivariana de),D. Trabajadores independientes no calificados: Total,2013,26,,VEN,31.5
Mujeres,El Salvador,D2. Trab. Indep. no calificados: Comercio y servicios,2007,26,,SLV,31.4
Ambos sexos,Guatemala,D. Trabajadores independientes no calificados: Total,2006,26,,GTM,31.4
Ambos sexos,Honduras,D. Trabajadores independientes no calificados: Total,2004,26,355,HND,31.4
Hombres,Panamá,Total ocupados baja productividad,2009,26,10359,PAN,31.4
Hombres,Panamá,Total ocupados baja productividad,2015,26,10360,PAN,31.4
Mujeres,Venezuela (República Bolivariana de),D2. Trab. Indep. no calificados: Comercio y servicios,2004,26,,VEN,31.4
Mujeres,Colombia,D2. Trab. Indep. no calificados: Comercio y servicios,2008,26,8611,COL,31.3
Hombres,Ecuador,D. Trabajadores independientes no calificados: Total,2017,26,,ECU,31.3
Ambos sexos,El Salvador,D. Trabajadores independientes no calificados: Total,2015,26,,SLV,31.3
Mujeres,Honduras,D2. Trab. Indep. no calificados: Comercio y servicios,2015,26,8615,HND,31.3
Mujeres,Paraguay,D. Trabajadores independientes no calificados: Total,2007,26,337,PRY,31.3
Hombres,Perú,D. Trabajadores independientes no calificados: Total,2006,26,8649,PER,31.3
Ambos sexos,Ecuador,D. Trabajadores independientes no calificados: Total,2006,26,,ECU,31.2
Mujeres,El Salvador,D2. Trab. Indep. no calificados: Comercio y servicios,2014,26,,SLV,31.2
Hombres,Bolivia (Estado Plurinacional de),D. Trabajadores independientes no calificados: Total,2013,26,,BOL,31.1
Ambos sexos,Bolivia (Estado Plurinacional de),D2. Trab. Indep. no calificados: Comercio y servicios,2018,26,,BOL,31.1
Mujeres,Colombia,D2. Trab. Indep. no calificados: Comercio y servicios,2018,26,8611,COL,31.1
Hombres,Perú,D. Trabajadores independientes no calificados: Total,2014,26,8649,PER,31.1
Hombres,Bolivia (Estado Plurinacional de),D. Trabajadores independientes no calificados: Total,2012,26,,BOL,31
Mujeres,Chile,Total ocupados baja productividad,2015,26,,CHL,31
Mujeres,Panamá,Total ocupados baja productividad,2014,26,10360,PAN,31
Hombres,Perú,D. Trabajadores independientes no calificados: Total,2002,26,8647,PER,31
Hombres,Perú,D. Trabajadores independientes no calificados: Total,2008,26,8649,PER,31
Mujeres,América Latina (promedio simple),D. Trabajadores independientes no calificados: Total,2002,26,"8620,7764",,30.9
Ambos sexos,Chile,Total ocupados baja productividad,2006,26,,CHL,30.9
Mujeres,Colombia,D2. Trab. Indep. no calificados: Comercio y servicios,2019,26,8611,COL,30.9
Ambos sexos,Ecuador,D. Trabajadores independientes no calificados: Total,2005,26,,ECU,30.9
Hombres,Ecuador,D. Trabajadores independientes no calificados: Total,2011,26,,ECU,30.9
Mujeres,Panamá,Total ocupados baja productividad,2013,26,10359,PAN,30.9
Ambos sexos,Ecuador,D. Trabajadores independientes no calificados: Total,2003,26,,ECU,30.8
Ambos sexos,Guatemala,B. Microempresa: Total asalariados,2000,26,,GTM,30.8
Hombres,Perú,D. Trabajadores independientes no calificados: Total,2007,26,8649,PER,30.8
Hombres,Perú,D. Trabajadores independientes no calificados: Total,2015,26,8649,PER,30.8
Hombres,Uruguay,Total ocupados baja productividad,2011,26,,URY,30.8
Mujeres,América Latina (promedio simple),D. Trabajadores independientes no calificados: Total,2001,26,"8620,7764",,30.7
Mujeres,América Latina (promedio simple),D. Trabajadores independientes no calificados: Total,2003,26,"8620,7764",,30.7
Hombres,Bolivia (Estado Plurinacional de),D. Trabajadores independientes no calificados: Total,2005,26,,BOL,30.7
Mujeres,Ecuador,D2. Trab. Indep. no calificados: Comercio y servicios,2001,26,,ECU,30.7
Ambos sexos,Panamá,Total ocupados baja productividad,2013,26,10359,PAN,30.7
Hombres,Perú,D. Trabajadores independientes no calificados: Total,2010,26,8649,PER,30.7
Ambos sexos,Bolivia (Estado Plurinacional de),D2. Trab. Indep. no calificados: Comercio y servicios,2019,26,,BOL,30.6
Hombres,Panamá,Total ocupados baja productividad,2008,26,10359,PAN,30.6
Mujeres,América Latina (promedio simple),D. Trabajadores independientes no calificados: Total,2004,26,"8620,7764",,30.5
Ambos sexos,Colombia,D2. Trab. Indep. no calificados: Comercio y servicios,2011,26,8611,COL,30.5
Ambos sexos,El Salvador,D. Trabajadores independientes no calificados: Total,2000,26,,SLV,30.5
Ambos sexos,El Salvador,"D3. Trab. Indep. no calificados: Agricultura, ganadería y otros",2000,26,,SLV,30.5
Ambos sexos,El Salvador,D. Trabajadores independientes no calificados: Total,2001,26,,SLV,30.5
Ambos sexos,El Salvador,D. Trabajadores independientes no calificados: Total,2019,26,,SLV,30.5
Hombres,Honduras,D. Trabajadores independientes no calificados: Total,2019,26,8615,HND,30.5
Hombres,Panamá,Total ocupados baja productividad,2013,26,10359,PAN,30.5
Ambos sexos,Panamá,Total ocupados baja productividad,2014,26,10360,PAN,30.5
Mujeres,Paraguay,D. Trabajadores independientes no calificados: Total,2008,26,337,PRY,30.5
Ambos sexos,Chile,Total ocupados baja productividad,2009,26,,CHL,30.4
Mujeres,Colombia,D2. Trab. Indep. no calificados: Comercio y servicios,2003,26,"8610,6442",COL,30.4
Ambos sexos,El Salvador,D. Trabajadores independientes no calificados: Total,2018,26,,SLV,30.4
Hombres,Honduras,D. Trabajadores independientes no calificados: Total,2018,26,8615,HND,30.4
Mujeres,México,D. Trabajadores independientes no calificados: Total,2006,26,,MEX,30.4
Hombres,Perú,D. Trabajadores independientes no calificados: Total,2012,26,8649,PER,30.4
Ambos sexos,Bolivia (Estado Plurinacional de),D2. Trab. Indep. no calificados: Comercio y servicios,2000,26,,BOL,30.3
Hombres,Bolivia (Estado Plurinacional de),D. Trabajadores independientes no calificados: Total,2008,26,,BOL,30.3
Mujeres,Ecuador,D2. Trab. Indep. no calificados: Comercio y servicios,2013,26,,ECU,30.3
Ambos sexos,República Dominicana,D. Trabajadores independientes no calificados: Total,2000,26,8618,DOM,30.3
Mujeres,América Latina (promedio simple),D. Trabajadores independientes no calificados: Total,2005,26,"8620,7764",,30.2
Ambos sexos,Chile,Total ocupados baja productividad,2011,26,,CHL,30.2
Ambos sexos,El Salvador,D. Trabajadores independientes no calificados: Total,2003,26,,SLV,30.2
Mujeres,América Latina (promedio simple),D. Trabajadores independientes no calificados: Total,2006,26,"8620,7764",,30.1
Ambos sexos,Colombia,D2. Trab. Indep. no calificados: Comercio y servicios,2010,26,8611,COL,30.1
Hombres,Panamá,Total ocupados baja productividad,2014,26,10360,PAN,30.1
Mujeres,Venezuela (República Bolivariana de),D2. Trab. Indep. no calificados: Comercio y servicios,2009,26,,VEN,30.1
Ambos sexos,Colombia,D2. Trab. Indep. no calificados: Comercio y servicios,2013,26,8611,COL,30
Hombres,Ecuador,D. Trabajadores independientes no calificados: Total,2012,26,,ECU,30
Ambos sexos,El Salvador,D. Trabajadores independientes no calificados: Total,2014,26,,SLV,30
Ambos sexos,República Dominicana,D. Trabajadores independientes no calificados: Total,2004,26,8618,DOM,30
Mujeres,Venezuela (República Bolivariana de),D2. Trab. Indep. no calificados: Comercio y servicios,2005,26,,VEN,30
Mujeres,Colombia,D2. Trab. Indep. no calificados: Comercio y servicios,2002,26,"8610,6442",COL,29.9
Mujeres,Colombia,D2. Trab. Indep. no calificados: Comercio y servicios,2004,26,"8610,6442",COL,29.9
Ambos sexos,Colombia,D2. Trab. Indep. no calificados: Comercio y servicios,2012,26,8611,COL,29.9
Mujeres,Paraguay,D. Trabajadores independientes no calificados: Total,2012,26,337,PRY,29.9
Hombres,Perú,D. Trabajadores independientes no calificados: Total,2009,26,8649,PER,29.9
Mujeres,Panamá,Total ocupados baja productividad,2011,26,10359,PAN,29.8
